"Col0","pAc","smiles","SlogP","SMR","LabuteASA","TPSA","AMW","ExactMW","NumLipinskiHBA","NumLipinskiHBD","NumRotatableBonds","NumHBD","NumHBA","NumAmideBonds","NumHeteroAtoms","NumHeavyAtoms","NumAtoms","NumStereocenters","NumUnspecifiedStereocenters","NumRings","NumAromaticRings","NumSaturatedRings","NumAliphaticRings","NumAromaticHeterocycles","NumSaturatedHeterocycles","NumAliphaticHeterocycles","NumAromaticCarbocycles","NumSaturatedCarbocycles","NumAliphaticCarbocycles","FractionCSP3","Chi0v","Chi1v","Chi2v","Chi3v","Chi4v","Chi1n","Chi2n","Chi3n","Chi4n","HallKierAlpha","kappa1","kappa2","kappa3","slogp_VSA1","slogp_VSA2","slogp_VSA3","slogp_VSA4","slogp_VSA5","slogp_VSA6","slogp_VSA7","slogp_VSA8","slogp_VSA10","slogp_VSA11","slogp_VSA12","smr_VSA1","smr_VSA3","smr_VSA4","smr_VSA5","smr_VSA6","smr_VSA7","smr_VSA9","smr_VSA10","peoe_VSA1","peoe_VSA2","peoe_VSA3","peoe_VSA4","peoe_VSA5","peoe_VSA6","peoe_VSA7","peoe_VSA8","peoe_VSA9","peoe_VSA10","peoe_VSA11","peoe_VSA12","peoe_VSA13","peoe_VSA14","MQN1","MQN2","MQN3","MQN4","MQN5","MQN6","MQN8","MQN9","MQN10","MQN11","MQN12","MQN13","MQN14","MQN16","MQN17","MQN19","MQN20","MQN21","MQN22","MQN23","MQN24","MQN25","MQN26","MQN27","MQN28","MQN29","MQN30","MQN31","MQN32","MQN33","MQN34","MQN35","MQN36","MQN37","MQN41","MQN42"
1308,8.86,"CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=C(N(N=C5)C)C6CC(CCO6)N(C)C(C)C)C(C)C",5.0511200000000045,154.1119999999997,235.48991617361787,88.05000000000001,544.7040000000003,544.32742252,10,0,6,0,10,0,10,40,80,2,2,6,4,1,2,3,1,2,1,0,0,0.5333333333333333,24.62589167356676,14.345885686216583,11.58742854669018,8.29158764759564,5.934523466244855,14.345885686216583,11.58742854669018,8.29158764759564,5.934523466244855,-3.4999999999999996,26.708738568732763,10.478981957963915,4.7272824394859745,4.736862953800049,71.34105347742764,18.329291342389816,6.923737199690624,64.20073175435915,30.59278834861098,0.0,34.0330914659393,0.0,5.749511833283905,0.0,9.473725907600098,38.9959359074287,7.04767198267719,78.23457452540988,20.261435911703025,42.11112084145937,39.782603299223204,0.0,18.94073528624193,4.681802935145185,14.6497599770396,10.197363616602075,0.0,6.06636706846161,72.20418685560253,43.54037149794406,23.99897946407111,35.803097176393436,5.824404497999927,0.0,0.0,0.0,30,0,0,0,0,0,1,7,0,2,40,13,0,22,10,6,12,10,0,0,0,0,7,0,3,0,16,14,0,0,0,3,2,1,4,2
1309,8.89,"CC1CC(CC(N1C)C)N2C(=CC=N2)C3=CC4=C(C=C3)C5=NC(=CN5CCO4)C6=NC(=NN6C(C)C)C",4.997520000000005,143.47499999999985,217.64648671531776,78.82,500.6510000000003,500.3012077720001,9,0,4,0,9,0,9,37,73,2,2,6,4,1,2,3,1,2,1,0,0,0.5,22.587886871105976,13.335400074675835,10.87324358856392,7.973018411888358,5.797806778049566,13.335400074675835,10.87324358856392,7.973018411888358,5.797806778049566,-3.4600000000000004,23.909733465577652,9.13110351007032,4.147793457170878,4.736862953800049,64.73417151291471,6.544756405912575,6.923737199690624,58.44467820091036,36.65915541707259,0.0,34.163567969090764,0.0,5.749511833283905,0.0,4.736862953800049,38.995935907428695,0.0,78.17244896680955,13.654553947190108,42.48355991507252,39.91307980237467,0.0,14.203872332441883,4.681802935145185,14.6497599770396,10.197363616602075,0.0,6.06636706846161,72.70710243236715,36.08266112236703,23.843976721605994,29.699130788645142,5.824404497999927,0.0,0.0,0.0,28,0,0,0,0,0,0,8,0,1,37,10,0,22,10,4,10,9,0,0,0,0,6,0,1,0,15,15,0,0,0,3,2,1,4,2
1310,8.89,"CC(C)N1C(=NC=N1)C2=NC3=C(S2)CCOC4=C3C=CC(=C4)C5CCNCC5",4.051400000000003,110.99470000000005,168.53365047091296,64.86,395.53200000000015,395.17798142000004,6,1,3,1,7,0,7,28,53,0,0,5,3,1,2,2,1,2,1,0,0,0.47619047619047616,17.128589846112327,10.89513430885393,8.874719034794278,6.719954596358633,5.170723886910187,10.078637727926203,7.791097278668616,5.608871201393762,4.125208844797128,-2.2499999999999996,17.821887578560837,7.293673469387755,3.1217560038729544,10.05365155780638,39.444836561678706,6.4208216229260096,0.0,49.089463205940916,24.52642128014937,0.0,22.08940768139815,0.0,5.749511833283905,11.336785877934737,4.736862953800049,25.06523038934697,0.0,45.06968614346863,19.696394776338067,34.967019965547664,27.838919514682054,11.336785877934737,10.05365155780638,0.0,14.6497599770396,5.098681808301038,11.336785877934737,6.06636706846161,63.39272213184002,22.903261137472263,12.300809959361379,12.076831908048447,10.832028194852693,0.0,0.0,0.0,21,0,0,0,0,1,0,5,0,1,28,5,0,19,8,3,7,6,1,1,0,0,2,0,1,0,16,9,0,0,0,2,2,1,4,2
1311,8.903333333333332,"CCN(CC)C1CCOC(C1)C2=C(C=NN2C)C3=CC4=C(C=C3)C5=NC(=CN5CCO4)C6=NC(=NN6C(C)C)C",5.052720000000004,154.1339999999997,235.48991617361784,88.05000000000001,544.7040000000002,544.3274225200001,10,0,7,0,10,0,10,40,80,2,2,6,4,1,2,3,1,2,1,0,0,0.5333333333333333,24.462754966750225,14.532441756996977,11.049422221465681,8.229840335417723,6.214634045060874,14.532441756996977,11.049422221465681,8.229840335417723,6.214634045060874,-3.5,26.708738568732763,10.816992,4.7272824394859745,4.736862953800049,71.34105347742764,18.329291342389816,6.923737199690624,64.20073175435915,30.59278834861098,0.0,34.0330914659393,0.0,5.749511833283905,0.0,9.473725907600098,38.995935907428695,7.04767198267719,72.19273369626193,26.303276740850986,42.111120841459375,39.782603299223204,0.0,18.94073528624193,4.681802935145185,14.6497599770396,10.197363616602075,0.0,19.913841467842857,64.39855328536925,37.4985306687961,23.99897946407111,35.80309717639344,5.824404497999927,0.0,0.0,0.0,30,0,0,0,0,0,1,7,0,2,40,13,0,22,10,7,12,10,0,0,0,0,6,2,2,0,16,14,0,0,0,3,2,1,4,2
1314,8.93,"CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)N5CCCC5C6CCN(CC6)S(=O)(=O)C)C(C)C",3.7307200000000025,146.80479999999983,224.22682169017534,98.38,539.7060000000004,539.267859044,10,0,5,0,9,0,11,38,75,1,1,6,3,2,3,2,2,3,1,0,0,0.5925925925925926,23.485397826289194,15.533116573443737,13.077887544501412,9.473605470615459,7.191122503590647,13.684804954179231,11.095449566182385,8.170422298095243,6.317013224242674,-2.92,25.363158234429346,9.676697643213943,4.594409523085639,9.636772684650527,75.57731560366716,16.56804755932016,12.841643245852017,51.39700621823317,24.395944776997904,0.0,22.90618848254531,5.687386274683562,5.749511833283905,0.0,13.154659938128987,28.620757424428227,5.917906046161393,65.0829361549844,37.39683009661253,30.220349274997833,28.655700315829215,15.710677428091145,14.203872332441883,0.0,27.37277295266477,5.098681808301038,0.0,0.0,64.50513827386052,49.66854779079189,18.363977081120975,29.699130788645135,5.824404497999927,10.023291153407584,0.0,0.0,27,0,0,0,0,1,0,7,2,1,38,9,2,24,8,5,13,10,0,0,0,0,6,0,1,1,17,13,0,0,0,3,2,1,4,2
1316,8.96,"CC(C)N1C(=NC=N1)C2=NC3=C(S2)CCOC4=C3C=CC(=C4)C5CCNC5",3.6613000000000024,106.37770000000005,162.16870835651636,64.86,381.5050000000001,381.16233135600004,6,1,3,1,7,0,7,27,50,1,1,5,3,1,2,2,1,2,1,0,0,0.45,16.42148306492578,10.39513430885393,8.540168045431397,6.441115828446031,4.954632855759838,9.578637727926203,7.456546289305734,5.3300324334811595,3.9091178136467786,-2.2499999999999996,16.889886578449904,6.725958414554905,2.9465119900342573,10.05365155780638,39.444836561678706,6.4208216229260096,0.0,42.6686415830149,24.52642128014937,0.0,22.08940768139815,0.0,5.749511833283905,11.336785877934737,4.736862953800049,25.06523038934697,0.0,38.64886452054262,19.696394776338067,34.967019965547664,27.838919514682054,11.336785877934737,10.05365155780638,0.0,14.6497599770396,5.098681808301038,11.336785877934737,6.06636706846161,50.42714410300143,29.44801754338484,12.300809959361379,12.076831908048447,10.832028194852693,0.0,0.0,0.0,20,0,0,0,0,1,0,5,0,1,27,5,0,18,8,3,7,6,1,1,0,0,2,0,1,0,15,9,0,0,0,3,1,1,4,2
1317,8.96,"CC1=CC2=C(C=CC=C2N1)C3=NC4=C(C(=N3)N5CCOCC5)SC(=C4)CN6CCN(CC6)C(C)(C)C(=O)N",3.3661200000000013,152.6000999999998,226.13263237401776,103.61,533.7020000000003,533.2572943600001,9,3,6,2,8,1,10,38,73,0,0,6,4,2,2,3,2,2,1,0,0,0.4642857142857143,23.105372075635785,14.102400433854513,11.939690749365438,9.005349348261554,6.638107685316458,13.285903852926788,10.802940918679319,7.900373521512782,5.48307101431706,-3.0500000000000003,25.24022197646934,9.92209078838543,4.660906356645759,10.633577208012664,88.68016237077873,16.076156543784446,6.923737199690624,24.418549587931007,30.33183534230805,0.0,32.50740155586334,5.817862777835028,0.0,11.336785877934737,9.53140013787187,24.751755024542582,5.733667477162185,32.85489325736779,57.38221209535176,40.90291053085781,11.387855989696924,44.18137395128769,20.35441868275992,14.594356645772777,9.967957041894417,0.0,11.336785877934737,12.13273413692322,38.9703128044567,72.85074645371584,28.969309815494547,0.0,11.642267275834955,5.907179729351506,0.0,0.0,28,0,0,0,0,1,1,6,1,1,38,10,1,22,10,6,11,9,3,2,0,0,5,1,1,1,18,12,0,0,0,2,4,0,4,2
1318,8.97,"CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CC=NN5C6CCN(CC6)C(C)C)C(C)C",4.999120000000005,143.49699999999984,217.6464867153178,78.82000000000001,500.6510000000003,500.30120777200005,9,0,5,0,9,0,9,37,73,0,0,6,4,1,2,3,1,2,1,0,0,0.5,22.42475016428945,13.445946540534669,10.745394440480046,7.585505946628323,5.594225552408502,13.445946540534669,10.745394440480046,7.585505946628323,5.594225552408502,-3.4599999999999995,23.909733465577652,9.445729195178568,4.348772334149254,4.736862953800049,64.73417151291473,6.544756405912575,6.923737199690624,58.44467820091036,36.65915541707259,0.0,34.163567969090764,0.0,5.749511833283905,0.0,4.736862953800049,38.99593590742869,0.0,72.13060813766158,19.696394776338067,42.48355991507252,39.91307980237467,0.0,14.203872332441883,4.681802935145185,14.6497599770396,10.197363616602075,0.0,6.06636706846161,65.65943044968995,43.130333105044215,23.843976721605994,29.699130788645135,5.824404497999927,0.0,0.0,0.0,28,0,0,0,0,0,0,8,0,1,37,10,0,22,10,5,10,9,0,0,0,0,5,0,2,0,17,13,0,0,0,3,2,1,4,2
1319,8.975000000000003,"CC1=NN(C(=N1)C2=CN3CCOC4=CC(=C(C=C4C3=N2)[C@@H](C)N5CCN(CC5)C(C)(C)C)OC)C(C)C",4.576020000000004,145.16199999999986,219.95036429519294,73.47000000000001,507.6830000000004,507.33217355200003,9,0,5,0,9,0,9,37,78,1,0,5,3,1,2,2,1,2,1,0,0,0.6071428571428571,23.57638378249485,13.413863211985797,11.47267595861889,7.655264791575923,5.479881144971434,13.413863211985797,11.47267595861889,7.655264791575923,5.479881144971434,-2.9099999999999997,25.72755943851049,9.759065242085777,4.864112493451347,9.473725907600098,79.54999127665704,6.544756405912575,6.923737199690624,65.01396084613658,18.329577708536295,0.0,22.90618848254531,0.0,11.49902366656781,0.0,9.473725907600098,34.115360894832946,0.0,72.63352371442619,39.895705129440756,29.71743369823322,34.40521214911312,0.0,14.040825555391454,9.799819461700956,14.6497599770396,5.098681808301038,0.0,0.0,54.532527466295974,61.62829466610124,19.218005438887104,35.44864262192904,5.824404497999927,0.0,0.0,0.0,28,0,0,0,0,0,0,7,1,1,37,14,0,19,8,5,11,9,0,0,0,0,8,1,2,1,13,12,0,0,0,2,2,1,4,2
1320,9.0,"CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=C(N(N=C5)C)C6CN(CCO6)C(C)C)C(C)C",4.272520000000004,144.89999999999984,222.76003194482465,88.05000000000001,516.6500000000003,516.296122392,10,0,5,0,10,0,10,38,74,1,1,6,4,1,2,3,1,2,1,0,0,0.5,23.048541404377136,13.456432152075413,10.738694820445742,7.472982327901557,5.476698145346554,13.456432152075413,10.738694820445742,7.472982327901557,5.476698145346554,-3.4999999999999996,24.81501361961224,9.66720169387337,4.309950215510041,4.736862953800049,71.34105347742764,18.329291342389816,6.923737199690624,51.35908850850714,30.59278834861098,0.0,34.0330914659393,0.0,5.749511833283905,0.0,9.473725907600098,38.9959359074287,7.04767198267719,59.35109045040991,26.303276740850986,42.11112084145937,39.782603299223204,0.0,14.040825555391454,9.581712665995664,14.6497599770396,10.197363616602075,0.0,6.06636706846161,52.31487162707333,43.98116151610833,30.605861428584028,35.803097176393436,5.824404497999927,0.0,0.0,0.0,28,0,0,0,0,0,0,8,0,2,38,11,0,22,10,5,12,10,0,0,0,0,6,0,2,0,16,14,0,0,0,3,2,1,4,2
1321,9.0,"CCC1=NC2=CC=CC=C2N1C3=NC4=C(C(=N3)N5CCOCC5)N=C(N4C)CN6CCN(CC6)C(C)(C)C",3.0173000000000014,149.9449999999998,223.789139891441,80.37,517.6820000000005,517.327756868,10,0,5,0,10,0,10,38,77,0,0,6,4,2,2,3,2,2,1,0,0,0.5714285714285714,23.31363953858746,13.83382402461985,11.345621456499385,7.92425183147685,5.630566078158568,13.83382402461985,11.345621456499385,7.92425183147685,5.630566078158568,-3.0800000000000005,25.211858265629463,9.905027994907588,4.543568240691615,4.899909730850478,96.89116045795716,24.750112965315825,0.0,39.343757794762354,24.26546827384644,0.0,28.145618654603005,5.817862777835028,0.0,0.0,4.736862953800049,38.8699328410725,7.04767198267719,46.199452079984425,57.38221209535176,35.914277269846295,5.948339280986494,28.01514215145154,14.203872332441883,14.366919109492311,9.967957041894417,9.967957041894417,0.0,19.056471336613843,32.903945735995094,58.275957293461985,30.791921770170937,11.648808995999854,16.98174071621902,5.948339280986494,0.0,0.0,28,0,0,0,0,0,0,9,0,1,38,11,0,22,10,5,11,10,0,0,0,0,5,2,0,1,17,13,0,0,0,2,4,0,4,2
1322,9.0,"CC(=O)NC1=NC2=C(S1)C=C(C=C2)C3=NN(C4=C3C(=NC=N4)N)CC5=CC6=CC=CC=C6N=C5N7CCN(CC7)C",3.991900000000002,163.20809999999966,239.2014218607039,130.98,564.6790000000001,564.2168265160002,11,3,5,2,11,1,12,41,69,0,0,7,6,1,1,4,1,1,2,0,0,0.2413793103448276,23.519738523684108,14.221043336731723,11.331255072507464,8.340006609681259,6.289189654687648,13.404546755803995,10.3006061905811,7.406405722487507,5.337986831272813,-4.68,25.298566400205832,10.055951770995769,4.702175937517567,15.950365812018994,73.75018589376451,11.339293589984397,0.0,12.487188691387619,54.85825662245742,0.0,43.410326487944396,16.76728403550939,0.0,11.336785877934737,4.794537184071822,34.616308558085535,0.0,13.4684936056032,49.17706341834648,60.42170811415441,11.257379486545457,66.16419664419458,20.850275542869472,4.794537184071822,24.617717018934016,5.098681808301038,0.0,35.602254151781175,31.31314025652363,49.615890021199704,27.664301972078995,23.65697362528306,10.778735700607061,5.907179729351506,0.0,0.0,29,0,0,0,0,1,2,8,1,0,41,9,1,22,15,5,12,11,3,2,0,0,4,2,1,0,19,15,0,0,0,2,5,0,6,3
1324,9.027500000000002,"CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=C(N(N=C5)C)C6CC(CCO6)N(C)C)C(C)C",4.272520000000004,144.89999999999984,222.76003194482465,88.05000000000001,516.6500000000003,516.296122392,10,0,5,0,10,0,10,38,74,2,2,6,4,1,2,3,1,2,1,0,0,0.5,23.048541404377133,13.380199853590128,10.791822895006204,7.631377332093563,5.612001483906585,13.380199853590128,10.791822895006204,7.631377332093563,5.612001483906585,-3.4999999999999996,24.81501361961224,9.66720169387337,4.309950215510041,4.736862953800049,72.34688463095686,18.329291342389816,6.923737199690624,50.35325735497791,30.59278834861098,0.0,34.0330914659393,0.0,5.749511833283905,0.0,9.473725907600098,38.9959359074287,7.04767198267719,58.345259296880684,27.309107894380215,42.11112084145937,39.782603299223204,0.0,18.94073528624193,4.681802935145185,14.6497599770396,10.197363616602075,0.0,6.06636706846161,65.40438443889848,37.4985306687961,23.99897946407111,35.803097176393436,5.824404497999927,0.0,0.0,0.0,28,0,0,0,0,0,1,7,0,2,38,11,0,22,10,5,12,10,0,0,0,0,6,0,2,0,16,14,0,0,0,3,2,1,4,2
1325,9.03,"CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)OC5(CN(C5)C(C)C)CC6CC6)C(C)C",4.732020000000005,134.70499999999998,206.81975735706374,70.23,476.62500000000034,476.289974392,8,0,7,0,8,0,8,35,71,0,0,6,3,2,3,2,1,2,1,1,1,0.5925925925925926,21.49097750656069,13.011090248069769,11.101818725295203,7.420423729198824,5.390594897198024,13.011090248069769,11.101818725295203,7.420423729198824,5.390594897198024,-2.8699999999999997,22.584946621550607,8.363281945835885,4.218691408362034,9.473725907600098,60.554737580452176,6.544756405912575,12.841643245852017,58.8236589946884,24.395944776997904,0.0,22.90618848254531,0.0,11.49902366656781,0.0,9.473725907600098,29.215451163982472,5.917906046161393,78.11063974242333,19.696394776338067,30.220349274997833,34.40521214911312,0.0,14.040825555391454,4.899909730850478,14.6497599770396,5.098681808301038,0.0,12.841643245852019,59.09014780446374,37.43640511019576,12.10820789760957,41.049693432912726,5.824404497999927,0.0,0.0,0.0,27,0,0,0,0,0,0,6,1,1,35,12,0,20,8,7,10,8,0,0,0,0,5,2,2,0,14,11,1,1,1,2,1,1,4,2
1326,9.04,"CC(C)N1C(=NC=N1)C2=CN3CCOC4=C(C3=N2)C=C(C=C4)C(=O)N5CCN(CC5)C(C)(C)C",3.3382000000000014,129.78850000000006,199.90351482254002,81.31,463.58600000000035,463.26957329600003,9,0,3,0,8,1,9,34,67,0,0,5,3,1,2,2,1,2,1,0,0,0.52,20.653734051684474,12.007514943068008,10.274577857025893,6.640570981839992,4.700952683278768,12.007514943068008,10.274577857025893,6.640570981839992,4.700952683278768,-3.1999999999999997,22.585242436253143,8.539583477287492,4.086667988631106,4.736862953800049,78.34737346473104,6.544756405912575,0.0,51.0185155033699,30.723264851762448,0.0,22.90618848254531,0.0,5.749511833283905,0.0,9.53140013787187,34.115360894832946,0.0,52.74420848589699,32.78590758816322,36.286716343459446,28.655700315829215,5.907179729351506,14.203872332441883,9.694446914922299,14.6497599770396,5.098681808301038,0.0,0.0,52.81778720383794,49.52008676849167,12.10820789760957,30.20204636540975,5.824404497999927,0.0,5.907179729351506,0.0,25,0,0,0,0,0,0,7,1,1,34,10,1,19,8,3,11,9,0,0,0,0,6,0,2,1,15,10,0,0,0,2,2,1,4,2
1327,9.05,"CS(=O)(=O)N1CCN(CC1)CC2=CC3=C(S2)C(=NC(=N3)C4=CC(=CC=C4)O)N5CCOCC5",1.9777000000000005,129.2416,196.83563581123641,99.10000000000001,489.6230000000003,489.15044634400004,9,1,5,1,9,0,11,33,60,0,0,5,3,2,2,2,2,2,1,0,0,0.45454545454545453,20.108228563801568,13.632068582924527,11.505021438339709,8.40759896645573,6.227081324447923,10.967260382732297,8.385833629334565,5.999439967186739,4.245454568592898,-2.31,22.48064067101431,9.146569311498476,4.968291637458673,4.899909730850478,91.43547869122348,21.30491051312021,0.0,4.877147193701299,30.33183534230805,0.0,21.604476623782283,5.817862777835028,5.749511833283905,11.336785877934737,18.26118733296969,19.173082764041126,0.0,6.544756405912575,63.637981278863165,35.20898253600935,17.137367822980828,37.39456044326271,14.743300079491233,4.899909730850478,18.385754026223353,4.305215991296234,11.336785877934737,12.13273413692322,18.19910120538483,56.253893526786314,29.686153746622605,5.749511833283905,11.642267275834955,10.023291153407584,0.0,0.0,22,0,0,0,0,2,0,5,3,1,33,7,2,20,8,5,13,9,1,1,0,0,4,1,0,1,17,10,0,0,0,1,4,0,2,1
1328,9.06,"CC1=C(C=C2C(=C1)OCCN3C2=NC(=C3)C4=NC(=NN4C(C)C)C)[C@@H](C)N5CCN(CC5)C(C)C",4.485740000000004,138.7299999999999,208.47187695128943,64.24,477.6570000000003,477.32160886800006,8,0,5,0,8,0,8,35,74,1,0,5,3,1,2,2,1,2,1,0,0,0.5925925925925926,22.245485761220603,12.990783406666438,10.559162006255328,7.507793132644675,5.408042606638863,12.990783406666438,10.559162006255328,7.507793132644675,5.408042606638863,-2.7100000000000004,24.005194818142726,9.390980309318586,4.493633948765899,4.736862953800049,72.94310931214412,6.544756405912575,13.847474399381248,63.653675138142944,18.3295777085363,0.0,22.90618848254531,0.0,5.749511833283905,0.0,4.736862953800049,34.115360894832946,0.0,73.13643929119081,32.78590758816322,35.28088518993022,28.655700315829215,0.0,9.303962601591405,9.799819461700956,14.6497599770396,5.098681808301038,0.0,0.0,71.72579751815157,50.50139168270726,12.10820789760957,29.699130788645135,5.824404497999927,0.0,0.0,0.0,27,0,0,0,0,0,0,7,0,1,35,12,0,19,8,5,9,8,0,0,0,0,7,0,3,0,13,12,0,0,0,2,2,1,4,2
1329,9.06,"CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5C6CCCN(C6)C(C)C)C)C(C)C",5.078620000000005,148.1819999999998,224.01142882971436,78.82000000000001,514.6780000000003,514.316857836,9,0,5,0,9,0,9,38,76,1,1,6,4,1,2,3,1,2,1,0,0,0.5172413793103449,23.34739989509982,13.840303047548945,11.253006108694732,7.782368747700682,5.8500929484153215,13.840303047548945,11.253006108694732,7.782368747700682,5.8500929484153215,-3.4599999999999995,24.852788263819967,9.68976673434301,4.423870799157413,4.736862953800049,64.73417151291473,13.592428388589765,6.923737199690624,64.01467141277224,30.59278834861098,0.0,34.0330914659393,0.0,5.749511833283905,0.0,4.736862953800049,38.9959359074287,7.04767198267719,72.00667335467502,19.696394776338067,42.11112084145937,39.782603299223204,0.0,14.203872332441883,4.681802935145185,14.6497599770396,10.197363616602075,0.0,6.06636706846161,71.70127127883792,49.55115472797022,17.802135892458033,29.699130788645135,5.824404497999927,0.0,0.0,0.0,29,0,0,0,0,0,0,8,0,1,38,11,0,22,10,5,10,9,0,0,0,0,6,0,2,0,16,14,0,0,0,3,2,1,4,2
1330,9.06,"CC1=C(C=C2C(=C1)OCCN3C2=NC(=C3)C4=NC(=NN4C(C)C)C)[C@H](C)N5CCN(CC5)C(C)(C)C",4.875840000000005,143.34699999999987,214.83681906568603,64.24,491.68400000000037,491.33725893200005,8,0,4,0,8,0,8,36,77,1,0,5,3,1,2,2,1,2,1,0,0,0.6071428571428571,23.168135492030977,13.301490776290002,11.587313745168041,7.691587595357781,5.54699516655655,13.301490776290002,11.587313745168041,7.691587595357781,5.54699516655655,-2.7100000000000004,24.961180367454727,9.304457589419929,4.566329791637826,4.736862953800049,72.44019373537951,6.544756405912575,13.847474399381248,70.57741233783356,18.3295777085363,0.0,22.90618848254531,0.0,5.749511833283905,0.0,4.736862953800049,34.115360894832946,0.0,79.55726091411682,32.78590758816322,35.28088518993022,28.655700315829215,0.0,9.303962601591405,9.799819461700956,14.6497599770396,5.098681808301038,0.0,0.0,78.64953471784219,49.99847610594264,12.10820789760957,29.699130788645135,5.824404497999927,0.0,0.0,0.0,28,0,0,0,0,0,0,7,0,1,36,13,0,19,8,4,9,8,0,0,0,0,8,0,2,1,13,12,0,0,0,2,2,1,4,2
1331,9.07,"CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=C(N(N=C5)C)C6CCCCN6CC(C)(C)O)C(C)C",4.788720000000004,153.96079999999975,235.17060469630698,99.05000000000001,544.7040000000003,544.32742252,10,1,6,1,10,0,10,40,80,1,1,6,4,1,2,3,1,2,1,0,0,0.5333333333333333,24.424370002596696,14.35451440704908,12.08506766635705,7.859163114043872,6.1733183346841765,14.35451440704908,12.08506766635705,7.859163114043872,6.1733183346841765,-3.4999999999999996,26.708738568732763,10.156571119524067,4.9433591879728045,4.736862953800049,69.39990888959116,13.592428388589765,6.923737199690624,70.55942781868482,30.59278834861098,0.0,34.0330914659393,0.0,5.749511833283905,0.0,9.843390348640755,38.9959359074287,7.04767198267719,78.11063974242333,19.696394776338067,42.11112084145937,39.782603299223204,0.0,14.41048999643211,9.581712665995664,14.6497599770396,10.197363616602075,0.0,12.487188691387619,71.70127127883792,31.3945642810478,35.64187110420276,29.699130788645135,5.824404497999927,0.0,0.0,0.0,30,0,0,0,0,0,0,8,1,1,40,13,0,22,10,6,12,10,1,1,0,0,7,1,1,1,16,14,0,0,0,3,2,1,4,2
1332,9.09,"CC(C)N1C(=NC=N1)C2=CN3CCOC4=C(C3=N2)C=C(C=C4)S(=O)C5CCN(CC5)C(C)(C)C",4.152400000000004,133.31539999999998,203.3564132558688,78.07000000000001,482.65400000000034,482.246395328,8,0,4,0,8,0,9,34,68,1,1,5,3,1,2,2,1,2,1,0,0,0.56,21.50861559676573,13.333304265862491,12.159062708914893,8.570696915586485,6.3024263416654085,12.120318121274263,10.426172504665141,6.775244024094713,4.842385909596804,-2.5199999999999996,23.23257921956762,8.92474308965178,4.310504602768237,4.736862953800049,63.90960771485052,17.344325448816882,0.0,53.50217007345309,35.61874832728022,0.0,22.90618848254531,0.0,5.749511833283905,0.0,8.945761445964518,29.215451163982472,0.0,75.73127323724897,19.696394776338067,30.723264851762448,28.655700315829215,10.799569042904308,9.303962601591405,9.108808223014947,14.6497599770396,5.098681808301038,0.0,0.0,78.74894326151511,27.923031158644335,22.907776940513877,30.20204636540975,5.824404497999927,0.0,0.0,0.0,25,0,0,0,0,1,0,6,1,1,34,10,1,19,8,4,10,8,0,0,0,0,6,0,2,1,15,10,0,0,0,2,2,1,4,2
1333,9.11,"CC1=NN(C(=N1)C2=CN3CCOC4=CC(=C(C=C4C3=N2)[C@@H](C)N5CCN(CC5)C(C)(C)C)F)C(C)C",4.706520000000005,138.56799999999996,212.63741235421568,64.24000000000001,495.64700000000033,495.312187056,8,0,4,0,8,0,9,36,74,1,0,5,3,1,2,2,1,2,1,0,0,0.5925925925925926,22.546099965040217,12.990473012794617,11.252238673943538,7.422238311142555,5.290622961527146,12.990473012794617,11.252238673943538,7.422238311142555,5.290622961527146,-2.7799999999999994,24.894187867656502,9.265032163976983,4.543098391595256,4.736862953800049,72.44019373537951,6.544756405912575,12.740958040736519,65.01396084613658,18.329577708536295,0.0,22.90618848254531,4.39041504767482,5.749511833283905,0.0,9.127278001474869,34.115360894832946,0.0,72.63352371442619,32.78590758816322,35.53465453927912,28.655700315829215,0.0,9.303962601591405,9.799819461700956,19.040175024714422,5.098681808301038,0.0,0.0,54.532527466295974,61.62829466610124,12.10820789760957,35.51635162969103,5.824404497999927,0.0,0.0,0.0,27,1,0,0,0,0,0,7,0,1,36,13,0,19,8,4,9,8,0,0,0,0,8,0,2,1,13,12,0,0,0,2,2,1,4,2
